eid,id,rab,class,tails,hydrox,carbon,dbonds,rt,hydrsn1,carbsn1,dbonsn1,hydrsn2,carbsn2,dbonsn2,hydrsn3,carbsn3,dbonsn3,stereo,annot,frac_molar_2,group
250A,PE 37:2_20.78 | 18:1/19:1,0.137186035,PE,2,NA,37,2,20.78,NA,18,1,NA,19,1,NA,NA,NA,TRUE,18:1/19:1,3.78672E-05,250bar
1A,PE 38:2_22.46 | 19:1/19:1,14.23269799,PE,2,NA,38,2,22.46,NA,19,1,NA,19,1,NA,NA,NA,TRUE,19:1/19:1,0.00392862,1bar
1B,PE 38:2_22.46 | 19:1/19:1,13.10160333,PE,2,NA,38,2,22.46,NA,19,1,NA,19,1,NA,NA,NA,TRUE,19:1/19:1,0.003616407,1bar
1C,PE 38:2_22.46 | 19:1/19:1,13.25646736,PE,2,NA,38,2,22.46,NA,19,1,NA,19,1,NA,NA,NA,TRUE,19:1/19:1,0.003659153,1bar
250A,PE 38:2_22.46 | 19:1/19:1,9.721966201,PE,2,NA,38,2,22.46,NA,19,1,NA,19,1,NA,NA,NA,TRUE,19:1/19:1,0.002683533,250bar
250B,PE 38:2_22.46 | 19:1/19:1,10.31661294,PE,2,NA,38,2,22.46,NA,19,1,NA,19,1,NA,NA,NA,TRUE,19:1/19:1,0.002847672,250bar
250C,PE 38:2_22.46 | 19:1/19:1,9.81102937,PE,2,NA,38,2,22.46,NA,19,1,NA,19,1,NA,NA,NA,TRUE,19:1/19:1,0.002708117,250bar
1A,PG 28:0_10.25 | 14:0/14:0,0.1112806,PG,2,NA,28,0,10.25,NA,14,0,NA,14,0,NA,NA,NA,TRUE,14:0/14:0,3.07165E-05,1bar
1B,PG 28:0_10.25 | 14:0/14:0,0.095018009,PG,2,NA,28,0,10.25,NA,14,0,NA,14,0,NA,NA,NA,TRUE,14:0/14:0,2.62276E-05,1bar
1C,PG 28:0_10.25 | 14:0/14:0,0.061260954,PG,2,NA,28,0,10.25,NA,14,0,NA,14,0,NA,NA,NA,TRUE,14:0/14:0,1.69097E-05,1bar
250A,PG 28:0_10.25 | 14:0/14:0,0.298831367,PG,2,NA,28,0,10.25,NA,14,0,NA,14,0,NA,NA,NA,TRUE,14:0/14:0,8.24858E-05,250bar
250B,PG 28:0_10.25 | 14:0/14:0,0.353424664,PG,2,NA,28,0,10.25,NA,14,0,NA,14,0,NA,NA,NA,TRUE,14:0/14:0,9.7555E-05,250bar
250C,PG 28:0_10.25 | 14:0/14:0,0.33626234,PG,2,NA,28,0,10.25,NA,14,0,NA,14,0,NA,NA,NA,TRUE,14:0/14:0,9.28178E-05,250bar
1A,PG 28:0_10.25 | 16:0/12:0,0.044484635,PG,2,NA,28,0,10.25,NA,16,0,NA,12,0,NA,NA,NA,TRUE,16:0/12:0,1.2279E-05,1bar
1B,PG 28:0_10.25 | 16:0/12:0,0.032523212,PG,2,NA,28,0,10.25,NA,16,0,NA,12,0,NA,NA,NA,TRUE,16:0/12:0,8.97731E-06,1bar
1C,PG 28:0_10.25 | 16:0/12:0,0.019834857,PG,2,NA,28,0,10.25,NA,16,0,NA,12,0,NA,NA,NA,TRUE,16:0/12:0,5.47497E-06,1bar
250A,PG 28:0_10.25 | 16:0/12:0,0.216859733,PG,2,NA,28,0,10.25,NA,16,0,NA,12,0,NA,NA,NA,TRUE,16:0/12:0,5.98593E-05,250bar
250B,PG 28:0_10.25 | 16:0/12:0,0.176636108,PG,2,NA,28,0,10.25,NA,16,0,NA,12,0,NA,NA,NA,TRUE,16:0/12:0,4.87565E-05,250bar
250C,PG 28:0_10.25 | 16:0/12:0,0.187905529,PG,2,NA,28,0,10.25,NA,16,0,NA,12,0,NA,NA,NA,TRUE,16:0/12:0,5.18671E-05,250bar
1A,PG 29:0_10.91 | 14:0_15:0,0.010667541,PG,2,NA,29,0,10.91,NA,14,0,NA,15,0,NA,NA,NA,FALSE,14:0_15:0,2.94454E-06,1bar
250A,PG 29:0_10.91 | 14:0_15:0,0.048731817,PG,2,NA,29,0,10.91,NA,14,0,NA,15,0,NA,NA,NA,FALSE,14:0_15:0,1.34513E-05,250bar
250B,PG 29:0_10.91 | 14:0_15:0,0.060692321,PG,2,NA,29,0,10.91,NA,14,0,NA,15,0,NA,NA,NA,FALSE,14:0_15:0,1.67528E-05,250bar
250C,PG 29:0_10.91 | 14:0_15:0,0.048200193,PG,2,NA,29,0,10.91,NA,14,0,NA,15,0,NA,NA,NA,FALSE,14:0_15:0,1.33046E-05,250bar
1A,PG 29:0_10.91 | 16:0/13:0,0.020962046,PG,2,NA,29,0,10.91,NA,16,0,NA,13,0,NA,NA,NA,TRUE,16:0/13:0,5.78611E-06,1bar
250A,PG 29:0_10.91 | 16:0/13:0,0.035669093,PG,2,NA,29,0,10.91,NA,16,0,NA,13,0,NA,NA,NA,TRUE,16:0/13:0,9.84566E-06,250bar
250B,PG 29:0_10.91 | 16:0/13:0,0.040161431,PG,2,NA,29,0,10.91,NA,16,0,NA,13,0,NA,NA,NA,TRUE,16:0/13:0,1.10857E-05,250bar
250C,PG 29:0_10.91 | 16:0/13:0,0.019252381,PG,2,NA,29,0,10.91,NA,16,0,NA,13,0,NA,NA,NA,TRUE,16:0/13:0,5.31419E-06,250bar
1A,PG 30:0_11.73 | 16:0/14:0,6.235122305,PG,2,NA,30,0,11.73,NA,16,0,NA,14,0,NA,NA,NA,TRUE,16:0/14:0,0.001721067,1bar
1B,PG 30:0_11.73 | 16:0/14:0,5.717341407,PG,2,NA,30,0,11.73,NA,16,0,NA,14,0,NA,NA,NA,TRUE,16:0/14:0,0.001578145,1bar
1C,PG 30:0_11.73 | 16:0/14:0,5.146656746,PG,2,NA,30,0,11.73,NA,16,0,NA,14,0,NA,NA,NA,TRUE,16:0/14:0,0.00142062,1bar
250A,PG 30:0_11.73 | 16:0/14:0,12.96378128,PG,2,NA,30,0,11.73,NA,16,0,NA,14,0,NA,NA,NA,TRUE,16:0/14:0,0.003578364,250bar
250B,PG 30:0_11.73 | 16:0/14:0,15.2520731,PG,2,NA,30,0,11.73,NA,16,0,NA,14,0,NA,NA,NA,TRUE,16:0/14:0,0.004209996,250bar
250C,PG 30:0_11.73 | 16:0/14:0,12.46860061,PG,2,NA,30,0,11.73,NA,16,0,NA,14,0,NA,NA,NA,TRUE,16:0/14:0,0.00344168,250bar
1A,PG 30:1_10.66 | 16:0/14:1,0.087580606,PG,2,NA,30,1,10.66,NA,16,0,NA,14,1,NA,NA,NA,TRUE,16:0/14:1,2.41747E-05,1bar
1B,PG 30:1_10.66 | 16:0/14:1,0.046686647,PG,2,NA,30,1,10.66,NA,16,0,NA,14,1,NA,NA,NA,TRUE,16:0/14:1,1.28868E-05,1bar
250A,PG 30:1_10.66 | 16:0/14:1,0.174007116,PG,2,NA,30,1,10.66,NA,16,0,NA,14,1,NA,NA,NA,TRUE,16:0/14:1,4.80308E-05,250bar
250B,PG 30:1_10.66 | 16:0/14:1,0.18821005,PG,2,NA,30,1,10.66,NA,16,0,NA,14,1,NA,NA,NA,TRUE,16:0/14:1,5.19512E-05,250bar
250C,PG 30:1_10.66 | 16:0/14:1,0.163001356,PG,2,NA,30,1,10.66,NA,16,0,NA,14,1,NA,NA,NA,TRUE,16:0/14:1,4.49929E-05,250bar
1A,PG 31:0_12.66 | 15:0_16:0,0.259007629,PG,2,NA,31,0,12.66,NA,15,0,NA,16,0,NA,NA,NA,FALSE,15:0_16:0,7.14933E-05,1bar
1B,PG 31:0_12.66 | 15:0_16:0,0.199500741,PG,2,NA,31,0,12.66,NA,15,0,NA,16,0,NA,NA,NA,FALSE,15:0_16:0,5.50677E-05,1bar
1C,PG 31:0_12.66 | 15:0_16:0,0.189451656,PG,2,NA,31,0,12.66,NA,15,0,NA,16,0,NA,NA,NA,FALSE,15:0_16:0,5.22939E-05,1bar
250A,PG 31:0_12.66 | 15:0_16:0,0.359411732,PG,2,NA,31,0,12.66,NA,15,0,NA,16,0,NA,NA,NA,FALSE,15:0_16:0,9.92076E-05,250bar
250B,PG 31:0_12.66 | 15:0_16:0,0.438506972,PG,2,NA,31,0,12.66,NA,15,0,NA,16,0,NA,NA,NA,FALSE,15:0_16:0,0.00012104,250bar
250C,PG 31:0_12.66 | 15:0_16:0,0.360024069,PG,2,NA,31,0,12.66,NA,15,0,NA,16,0,NA,NA,NA,FALSE,15:0_16:0,9.93766E-05,250bar
1A,PG 31:1_11.38 | 14:0/17:1,0.430782419,PG,2,NA,31,1,11.38,NA,14,0,NA,17,1,NA,NA,NA,TRUE,14:0/17:1,0.000118908,1bar
1B,PG 31:1_11.38 | 14:0/17:1,0.302020664,PG,2,NA,31,1,11.38,NA,14,0,NA,17,1,NA,NA,NA,TRUE,14:0/17:1,8.33661E-05,1bar
1C,PG 31:1_11.38 | 14:0/17:1,0.291930013,PG,2,NA,31,1,11.38,NA,14,0,NA,17,1,NA,NA,NA,TRUE,14:0/17:1,8.05808E-05,1bar
250A,PG 31:1_11.38 | 14:0/17:1,0.840068889,PG,2,NA,31,1,11.38,NA,14,0,NA,17,1,NA,NA,NA,TRUE,14:0/17:1,0.000231882,250bar
250B,PG 31:1_11.38 | 14:0/17:1,0.489819713,PG,2,NA,31,1,11.38,NA,14,0,NA,17,1,NA,NA,NA,TRUE,14:0/17:1,0.000135204,250bar
250C,PG 31:1_11.38 | 14:0/17:1,0.946913198,PG,2,NA,31,1,11.38,NA,14,0,NA,17,1,NA,NA,NA,TRUE,14:0/17:1,0.000261374,250bar
1A,PG 32:0_13.77 | 16:0/16:0,7.750230505,PG,2,NA,32,0,13.77,NA,16,0,NA,16,0,NA,NA,NA,TRUE,16:0/16:0,0.002139279,1bar
1B,PG 32:0_13.77 | 16:0/16:0,6.279485308,PG,2,NA,32,0,13.77,NA,16,0,NA,16,0,NA,NA,NA,TRUE,16:0/16:0,0.001733312,1bar
1C,PG 32:0_13.77 | 16:0/16:0,6.876869757,PG,2,NA,32,0,13.77,NA,16,0,NA,16,0,NA,NA,NA,TRUE,16:0/16:0,0.001898207,1bar
250A,PG 32:0_13.77 | 16:0/16:0,8.026713209,PG,2,NA,32,0,13.77,NA,16,0,NA,16,0,NA,NA,NA,TRUE,16:0/16:0,0.002215596,250bar
250B,PG 32:0_13.77 | 16:0/16:0,11.02578477,PG,2,NA,32,0,13.77,NA,16,0,NA,16,0,NA,NA,NA,TRUE,16:0/16:0,0.003043423,250bar
250C,PG 32:0_13.77 | 16:0/16:0,8.235279741,PG,2,NA,32,0,13.77,NA,16,0,NA,16,0,NA,NA,NA,TRUE,16:0/16:0,0.002273166,250bar
1A,PG 32:1_12.11 | 15:0/17:1,0.50584513,PG,2,NA,32,1,12.11,NA,15,0,NA,17,1,NA,NA,NA,TRUE,15:0/17:1,0.000139627,1bar
1C,PG 32:1_12.11 | 15:0/17:1,0.341165759,PG,2,NA,32,1,12.11,NA,15,0,NA,17,1,NA,NA,NA,TRUE,15:0/17:1,9.41712E-05,1bar
250A,PG 32:1_12.11 | 15:0/17:1,0.576808048,PG,2,NA,32,1,12.11,NA,15,0,NA,17,1,NA,NA,NA,TRUE,15:0/17:1,0.000159215,250bar
250B,PG 32:1_12.11 | 15:0/17:1,0.647505506,PG,2,NA,32,1,12.11,NA,15,0,NA,17,1,NA,NA,NA,TRUE,15:0/17:1,0.00017873,250bar
250C,PG 32:1_12.11 | 15:0/17:1,0.666645477,PG,2,NA,32,1,12.11,NA,15,0,NA,17,1,NA,NA,NA,TRUE,15:0/17:1,0.000184013,250bar
1A,PG 32:1_12.11 | 16:0/16:1,4.366969389,PG,2,NA,32,1,12.11,NA,16,0,NA,16,1,NA,NA,NA,TRUE,16:0/16:1,0.001205405,1bar
1B,PG 32:1_12.11 | 16:0/16:1,3.873747218,PG,2,NA,32,1,12.11,NA,16,0,NA,16,1,NA,NA,NA,TRUE,16:0/16:1,0.001069262,1bar
1C,PG 32:1_12.11 | 16:0/16:1,2.655719323,PG,2,NA,32,1,12.11,NA,16,0,NA,16,1,NA,NA,NA,TRUE,16:0/16:1,0.000733052,1bar
250A,PG 32:1_12.11 | 16:0/16:1,2.882537448,PG,2,NA,32,1,12.11,NA,16,0,NA,16,1,NA,NA,NA,TRUE,16:0/16:1,0.00079566,250bar
250B,PG 32:1_12.11 | 16:0/16:1,2.404687065,PG,2,NA,32,1,12.11,NA,16,0,NA,16,1,NA,NA,NA,TRUE,16:0/16:1,0.00066376,250bar
250C,PG 32:1_12.11 | 16:0/16:1,3.577973867,PG,2,NA,32,1,12.11,NA,16,0,NA,16,1,NA,NA,NA,TRUE,16:0/16:1,0.00098762,250bar
1C,PG 32:2_10.81,0.056028973,PG,2,NA,32,2,10.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,32:02:00,1.54656E-05,1bar
250A,PG 32:2_10.81,0.01210606,PG,2,NA,32,2,10.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,32:02:00,3.34161E-06,250bar
250B,PG 32:2_10.81,0.014362046,PG,2,NA,32,2,10.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,32:02:00,3.96432E-06,250bar
250C,PG 32:2_10.81,0.018854733,PG,2,NA,32,2,10.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,32:02:00,5.20443E-06,250bar
1A,PG 33:0_15.11 | 16:0_17:0,0.079823052,PG,2,NA,33,0,15.11,NA,16,0,NA,17,0,NA,NA,NA,FALSE,16:0_17:0,2.20334E-05,1bar
1B,PG 33:0_15.11 | 16:0_17:0,0.071325235,PG,2,NA,33,0,15.11,NA,16,0,NA,17,0,NA,NA,NA,FALSE,16:0_17:0,1.96877E-05,1bar
250A,PG 33:0_15.11 | 16:0_17:0,0.082959111,PG,2,NA,33,0,15.11,NA,16,0,NA,17,0,NA,NA,NA,FALSE,16:0_17:0,2.2899E-05,250bar
250B,PG 33:0_15.11 | 16:0_17:0,0.103226992,PG,2,NA,33,0,15.11,NA,16,0,NA,17,0,NA,NA,NA,FALSE,16:0_17:0,2.84935E-05,250bar
1A,PG 33:1_13.31 | 16:0/17:1,30.04778257,PG,2,NA,33,1,13.31,NA,16,0,NA,17,1,NA,NA,NA,TRUE,16:0/17:1,0.008294023,1bar
1B,PG 33:1_13.31 | 16:0/17:1,30.35607829,PG,2,NA,33,1,13.31,NA,16,0,NA,17,1,NA,NA,NA,TRUE,16:0/17:1,0.008379121,1bar
1C,PG 33:1_13.31 | 16:0/17:1,27.09174603,PG,2,NA,33,1,13.31,NA,16,0,NA,17,1,NA,NA,NA,TRUE,16:0/17:1,0.007478075,1bar
250A,PG 33:1_13.31 | 16:0/17:1,41.57785117,PG,2,NA,33,1,13.31,NA,16,0,NA,17,1,NA,NA,NA,TRUE,16:0/17:1,0.011476642,250bar
250B,PG 33:1_13.31 | 16:0/17:1,44.74658932,PG,2,NA,33,1,13.31,NA,16,0,NA,17,1,NA,NA,NA,TRUE,16:0/17:1,0.012351302,250bar
250C,PG 33:1_13.31 | 16:0/17:1,46.57360145,PG,2,NA,33,1,13.31,NA,16,0,NA,17,1,NA,NA,NA,TRUE,16:0/17:1,0.012855608,250bar
1A,PG 34:0_16.75 | 16:0_18:0,0.197649461,PG,2,NA,34,0,16.75,NA,16,0,NA,18,0,NA,NA,NA,FALSE,16:0_18:0,5.45567E-05,1bar
1B,PG 34:0_16.75 | 16:0_18:0,0.167651995,PG,2,NA,34,0,16.75,NA,16,0,NA,18,0,NA,NA,NA,FALSE,16:0_18:0,4.62766E-05,1bar
250A,PG 34:0_16.75 | 16:0_18:0,0.194207068,PG,2,NA,34,0,16.75,NA,16,0,NA,18,0,NA,NA,NA,FALSE,16:0_18:0,5.36065E-05,250bar
250C,PG 34:0_16.75 | 16:0_18:0,0.144130685,PG,2,NA,34,0,16.75,NA,16,0,NA,18,0,NA,NA,NA,FALSE,16:0_18:0,3.97841E-05,250bar
1A,PG 34:1_14.11 | 16:0/18:1,2.159603473,PG,2,NA,34,1,14.11,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.000596111,1bar
1B,PG 34:1_14.11 | 16:0/18:1,2.084684252,PG,2,NA,34,1,14.11,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.000575431,1bar
1C,PG 34:1_14.11 | 16:0/18:1,1.510275831,PG,2,NA,34,1,14.11,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.000416878,1bar
250A,PG 34:1_14.11 | 16:0/18:1,1.862027485,PG,2,NA,34,1,14.11,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.000513971,250bar
250B,PG 34:1_14.11 | 16:0/18:1,1.688336119,PG,2,NA,34,1,14.11,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.000466028,250bar
250C,PG 34:1_14.11 | 16:0/18:1,2.625049387,PG,2,NA,34,1,14.11,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.000724587,250bar
1A,PG 34:1_14.53 | 15:0/19:1,0.146833193,PG,2,NA,34,1,14.53,NA,15,0,NA,19,1,NA,NA,NA,TRUE,15:0/19:1,4.053E-05,1bar
1B,PG 34:1_14.53 | 15:0/19:1,0.131254098,PG,2,NA,34,1,14.53,NA,15,0,NA,19,1,NA,NA,NA,TRUE,15:0/19:1,3.62298E-05,1bar
250A,PG 34:1_14.53 | 15:0/19:1,0.234109115,PG,2,NA,34,1,14.53,NA,15,0,NA,19,1,NA,NA,NA,TRUE,15:0/19:1,6.46206E-05,250bar
250B,PG 34:1_14.53 | 15:0/19:1,0.316292678,PG,2,NA,34,1,14.53,NA,15,0,NA,19,1,NA,NA,NA,TRUE,15:0/19:1,8.73056E-05,250bar
250C,PG 34:1_14.53 | 15:0/19:1,0.247024022,PG,2,NA,34,1,14.53,NA,15,0,NA,19,1,NA,NA,NA,TRUE,15:0/19:1,6.81855E-05,250bar
1A,PG 34:1_14.53 | 16:0/18:1,0.216875828,PG,2,NA,34,1,14.53,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,5.98638E-05,1bar
1B,PG 34:1_14.53 | 16:0/18:1,0.179812068,PG,2,NA,34,1,14.53,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,4.96331E-05,1bar
1C,PG 34:1_14.53 | 16:0/18:1,0.144064508,PG,2,NA,34,1,14.53,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,3.97658E-05,1bar
250A,PG 34:1_14.53 | 16:0/18:1,0.333261766,PG,2,NA,34,1,14.53,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,9.19895E-05,250bar
250B,PG 34:1_14.53 | 16:0/18:1,0.356497997,PG,2,NA,34,1,14.53,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,9.84034E-05,250bar
250C,PG 34:1_14.53 | 16:0/18:1,0.326937786,PG,2,NA,34,1,14.53,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,9.02439E-05,250bar
1A,PG 34:1_14.53 | 17:0/17:1,0.300611727,PG,2,NA,34,1,14.53,NA,17,0,NA,17,1,NA,NA,NA,TRUE,17:0/17:1,8.29772E-05,1bar
1B,PG 34:1_14.53 | 17:0/17:1,0.250419751,PG,2,NA,34,1,14.53,NA,17,0,NA,17,1,NA,NA,NA,TRUE,17:0/17:1,6.91228E-05,1bar
1C,PG 34:1_14.53 | 17:0/17:1,0.181207147,PG,2,NA,34,1,14.53,NA,17,0,NA,17,1,NA,NA,NA,TRUE,17:0/17:1,5.00182E-05,1bar
250A,PG 34:1_14.53 | 17:0/17:1,0.590663051,PG,2,NA,34,1,14.53,NA,17,0,NA,17,1,NA,NA,NA,TRUE,17:0/17:1,0.000163039,250bar
250B,PG 34:1_14.53 | 17:0/17:1,0.613632999,PG,2,NA,34,1,14.53,NA,17,0,NA,17,1,NA,NA,NA,TRUE,17:0/17:1,0.00016938,250bar
250C,PG 34:1_14.53 | 17:0/17:1,0.524233807,PG,2,NA,34,1,14.53,NA,17,0,NA,17,1,NA,NA,NA,TRUE,17:0/17:1,0.000144703,250bar
1A,PG 34:2_12.38 | 18:1/16:1,0.954933465,PG,2,NA,34,2,12.38,NA,18,1,NA,16,1,NA,NA,NA,TRUE,18:1/16:1,0.000263588,1bar
1B,PG 34:2_12.38 | 18:1/16:1,0.755639655,PG,2,NA,34,2,12.38,NA,18,1,NA,16,1,NA,NA,NA,TRUE,18:1/16:1,0.000208578,1bar
1C,PG 34:2_12.38 | 18:1/16:1,0.464829314,PG,2,NA,34,2,12.38,NA,18,1,NA,16,1,NA,NA,NA,TRUE,18:1/16:1,0.000128306,1bar
250A,PG 34:2_12.38 | 18:1/16:1,0.277764584,PG,2,NA,34,2,12.38,NA,18,1,NA,16,1,NA,NA,NA,TRUE,18:1/16:1,7.66707E-05,250bar
250B,PG 34:2_12.38 | 18:1/16:1,0.212435813,PG,2,NA,34,2,12.38,NA,18,1,NA,16,1,NA,NA,NA,TRUE,18:1/16:1,5.86382E-05,250bar
250C,PG 34:2_12.38 | 18:1/16:1,0.34285005,PG,2,NA,34,2,12.38,NA,18,1,NA,16,1,NA,NA,NA,TRUE,18:1/16:1,9.46361E-05,250bar
1A,PG 34:2_12.85 | 17:1/17:1,0.562588611,PG,2,NA,34,2,12.85,NA,17,1,NA,17,1,NA,NA,NA,TRUE,17:1/17:1,0.00015529,1bar
1B,PG 34:2_12.85 | 17:1/17:1,0.469574294,PG,2,NA,34,2,12.85,NA,17,1,NA,17,1,NA,NA,NA,TRUE,17:1/17:1,0.000129616,1bar
1C,PG 34:2_12.85 | 17:1/17:1,0.375476299,PG,2,NA,34,2,12.85,NA,17,1,NA,17,1,NA,NA,NA,TRUE,17:1/17:1,0.000103642,1bar
250A,PG 34:2_12.85 | 17:1/17:1,0.772365755,PG,2,NA,34,2,12.85,NA,17,1,NA,17,1,NA,NA,NA,TRUE,17:1/17:1,0.000213194,250bar
250B,PG 34:2_12.85 | 17:1/17:1,0.833979133,PG,2,NA,34,2,12.85,NA,17,1,NA,17,1,NA,NA,NA,TRUE,17:1/17:1,0.000230201,250bar
250C,PG 34:2_12.85 | 17:1/17:1,0.888218467,PG,2,NA,34,2,12.85,NA,17,1,NA,17,1,NA,NA,NA,TRUE,17:1/17:1,0.000245173,250bar
1A,PG 35:1_15.90 | 16:0/19:1,9.274078407,PG,2,NA,35,1,15.9,NA,16,0,NA,19,1,NA,NA,NA,TRUE,16:0/19:1,0.002559903,1bar
1B,PG 35:1_15.90 | 16:0/19:1,9.951848733,PG,2,NA,35,1,15.9,NA,16,0,NA,19,1,NA,NA,NA,TRUE,16:0/19:1,0.002746987,1bar
1C,PG 35:1_15.90 | 16:0/19:1,9.215364912,PG,2,NA,35,1,15.9,NA,16,0,NA,19,1,NA,NA,NA,TRUE,16:0/19:1,0.002543697,1bar
250A,PG 35:1_15.90 | 16:0/19:1,14.55531469,PG,2,NA,35,1,15.9,NA,16,0,NA,19,1,NA,NA,NA,TRUE,16:0/19:1,0.004017671,250bar
250B,PG 35:1_15.90 | 16:0/19:1,15.39431082,PG,2,NA,35,1,15.9,NA,16,0,NA,19,1,NA,NA,NA,TRUE,16:0/19:1,0.004249258,250bar
250C,PG 35:1_15.90 | 16:0/19:1,14.22448373,PG,2,NA,35,1,15.9,NA,16,0,NA,19,1,NA,NA,NA,TRUE,16:0/19:1,0.003926353,250bar
1A,PG 35:1_15.90 | 18:0/17:1,0.07460836,PG,2,NA,35,1,15.9,NA,18,0,NA,17,1,NA,NA,NA,TRUE,18:0/17:1,2.0594E-05,1bar
250A,PG 35:1_15.90 | 18:0/17:1,0.159811457,PG,2,NA,35,1,15.9,NA,18,0,NA,17,1,NA,NA,NA,TRUE,18:0/17:1,4.41124E-05,250bar
250B,PG 35:1_15.90 | 18:0/17:1,0.210493251,PG,2,NA,35,1,15.9,NA,18,0,NA,17,1,NA,NA,NA,TRUE,18:0/17:1,5.8102E-05,250bar
1A,PG 36:1_17.66 | 16:0/20:1,0.031416833,PG,2,NA,36,1,17.66,NA,16,0,NA,20,1,NA,NA,NA,TRUE,16:0/20:1,8.67192E-06,1bar
1B,PG 36:1_17.66 | 16:0/20:1,0.030536633,PG,2,NA,36,1,17.66,NA,16,0,NA,20,1,NA,NA,NA,TRUE,16:0/20:1,8.42896E-06,1bar
250A,PG 36:1_17.66 | 16:0/20:1,0.047922878,PG,2,NA,36,1,17.66,NA,16,0,NA,20,1,NA,NA,NA,TRUE,16:0/20:1,1.3228E-05,250bar
250B,PG 36:1_17.66 | 16:0/20:1,0.044608321,PG,2,NA,36,1,17.66,NA,16,0,NA,20,1,NA,NA,NA,TRUE,16:0/20:1,1.23131E-05,250bar
250C,PG 36:1_17.66 | 16:0/20:1,0.03702172,PG,2,NA,36,1,17.66,NA,16,0,NA,20,1,NA,NA,NA,TRUE,16:0/20:1,1.0219E-05,250bar
1A,PG 36:1_17.66 | 17:0/19:1,0.123383248,PG,2,NA,36,1,17.66,NA,17,0,NA,19,1,NA,NA,NA,TRUE,17:0/19:1,3.40572E-05,1bar
1B,PG 36:1_17.66 | 17:0/19:1,0.128131436,PG,2,NA,36,1,17.66,NA,17,0,NA,19,1,NA,NA,NA,TRUE,17:0/19:1,3.53678E-05,1bar
250A,PG 36:1_17.66 | 17:0/19:1,0.251255785,PG,2,NA,36,1,17.66,NA,17,0,NA,19,1,NA,NA,NA,TRUE,17:0/19:1,6.93536E-05,250bar
250B,PG 36:1_17.66 | 17:0/19:1,0.287331117,PG,2,NA,36,1,17.66,NA,17,0,NA,19,1,NA,NA,NA,TRUE,17:0/19:1,7.93114E-05,250bar
250C,PG 36:1_17.66 | 17:0/19:1,0.242801863,PG,2,NA,36,1,17.66,NA,17,0,NA,19,1,NA,NA,NA,TRUE,17:0/19:1,6.70201E-05,250bar
1A,PG 36:2_14.46 | 18:1/18:1,0.716298957,PG,2,NA,36,2,14.46,NA,18,1,NA,18,1,NA,NA,NA,TRUE,18:1/18:1,0.000197718,1bar
1B,PG 36:2_14.46 | 18:1/18:1,0.563049322,PG,2,NA,36,2,14.46,NA,18,1,NA,18,1,NA,NA,NA,TRUE,18:1/18:1,0.000155417,1bar
1C,PG 36:2_14.46 | 18:1/18:1,0.314774812,PG,2,NA,36,2,14.46,NA,18,1,NA,18,1,NA,NA,NA,TRUE,18:1/18:1,8.68866E-05,1bar
250A,PG 36:2_14.46 | 18:1/18:1,0.361592931,PG,2,NA,36,2,14.46,NA,18,1,NA,18,1,NA,NA,NA,TRUE,18:1/18:1,9.98097E-05,250bar
250B,PG 36:2_14.46 | 18:1/18:1,0.437999125,PG,2,NA,36,2,14.46,NA,18,1,NA,18,1,NA,NA,NA,TRUE,18:1/18:1,0.0001209,250bar
250C,PG 36:2_14.46 | 18:1/18:1,0.670013617,PG,2,NA,36,2,14.46,NA,18,1,NA,18,1,NA,NA,NA,TRUE,18:1/18:1,0.000184942,250bar
1A,PG 36:2_15.33 | 17:1_19:1,2.991838034,PG,2,NA,36,2,15.33,NA,17,1,NA,19,1,NA,NA,NA,FALSE,17:1_19:1,0.00082583,1bar
1B,PG 36:2_15.33 | 17:1_19:1,2.451698242,PG,2,NA,36,2,15.33,NA,17,1,NA,19,1,NA,NA,NA,FALSE,17:1_19:1,0.000676737,1bar
1C,PG 36:2_15.33 | 17:1_19:1,2.041601865,PG,2,NA,36,2,15.33,NA,17,1,NA,19,1,NA,NA,NA,FALSE,17:1_19:1,0.000563539,1bar
250A,PG 36:2_15.33 | 17:1_19:1,5.287706518,PG,2,NA,36,2,15.33,NA,17,1,NA,19,1,NA,NA,NA,FALSE,17:1_19:1,0.001459554,250bar
