Sample4_Ex340_Em440,,Sample4_Ex340_Em490,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
112.0041656,359.7177124,112.0144806,370.3162231,
112.5041656,356.7469482,112.5144806,362.9608459,
113.0041656,363.2666931,113.0144806,359.6879578,
113.5041656,367.8298645,113.5144806,360.8455811,
114.0041656,372.3033142,114.0144806,364.8847656,
114.5041656,381.6921997,114.5144806,362.6279602,
115.0041656,379.1311646,115.0144806,367.5125732,
115.5041656,397.7941284,115.5144806,363.6135559,
116.0041656,398.6706543,116.0144806,361.9449158,
116.5041656,412.2101135,116.5144806,368.3726501,
117.0041656,407.7069397,117.0144806,364.0715332,
117.5041656,414.8684692,117.5145416,363.006958,
118.0041656,421.5809937,118.0144806,365.6989746,
118.5041656,432.6520691,118.5144806,358.1714172,
119.0041656,428.9138794,119.0144806,366.3610535,
119.5041656,442.9735107,119.5144806,366.7416077,
120.0041656,450.502594,120.0144806,354.3940125,
120.5041656,458.2778625,120.5144806,358.5244751,
121.0041656,457.5247498,121.0144806,360.8266602,
121.5041656,467.3109741,121.5144806,359.7536926,
122.0041656,471.0350037,122.0144806,359.385498,
122.5041656,476.4054565,122.5144806,353.015686,
123.0041656,484.0046997,123.0144806,358.0879517,
123.5041656,475.3866272,123.5144806,360.1893616,
124.0041656,479.4259033,124.0144806,357.71698,
124.5041656,484.5445251,124.5144806,353.9550781,
125.0041656,479.4000549,125.0144806,360.6945496,
125.5041656,485.3709106,125.5144806,362.9162292,
126.0041656,483.5858765,126.0144806,360.8409729,
126.5041656,475.8370361,126.5144806,365.6153564,
127.0041656,474.3883667,127.0144806,361.6644592,
127.5041656,465.77005,127.5145416,356.7558289,
128.0041656,453.0671387,128.0144806,352.0299377,
128.5041656,452.4161072,128.5144806,354.0863953,
129.0041656,447.6766357,129.0144806,354.3631592,
129.5041656,439.3883057,129.5144806,350.0211487,
130.0041656,420.1578979,130.0144806,357.4775696,
130.5041656,422.8187866,130.5145416,349.3977356,
131.0041656,409.2806091,131.0144806,350.8168945,
131.5041656,405.2584229,131.5144806,349.3432312,
132.0041656,408.7656555,132.0144806,350.2754822,
132.5041656,398.805603,132.5145416,349.883728,
133.0041656,396.1460266,133.0144806,342.1902466,
133.5041656,399.1488037,133.5145416,347.2185669,
134.0041656,395.7085876,134.0144806,348.5844421,
134.5041656,392.8518677,134.5144806,345.6200256,
135.0041656,387.7215881,135.0144806,341.7182617,
135.5041656,387.5391541,135.5144806,341.9205322,
136.0041656,390.8934021,136.0144806,347.5729065,
136.5041656,388.1194153,136.5144806,343.9082642,
137.0041656,381.2832642,137.0144806,345.9370422,
137.5041656,389.0776672,137.5144806,339.7306519,
138.0041656,382.8944702,138.0144806,343.8074646,
138.5041656,381.386322,138.5144806,343.2944031,
139.0041656,394.670929,139.0144806,335.7859802,
139.5041656,382.3937073,139.5144806,343.0020447,
140.0041656,379.1048889,140.0144806,338.4364929,
140.5041656,385.5457153,140.5144806,339.5881958,
141.0041656,381.225769,141.0144806,344.3408508,
141.5041656,384.0691833,141.5144806,344.6266785,
142.0041656,384.7069702,142.0144806,350.2638855,
142.5041656,383.6457825,142.5144806,339.5968628,
143.0041656,379.5022888,143.0144806,342.9111938,
143.5041656,379.634552,143.5144806,339.8388977,
144.0041656,384.8351135,144.0144806,344.8078613,
144.5041656,386.3724365,144.5144958,340.1932983,
145.0041656,382.9533691,145.0144806,345.3817749,
145.5041656,386.4396362,145.5144806,349.0367737,
146.0041656,381.5325012,146.0144806,340.3377991,
146.5041656,382.4924927,146.5145416,339.6419678,
147.0041656,388.7605591,147.0144806,338.1902466,
147.5041656,385.1229553,147.5144806,341.5521851,
148.0041656,384.1560669,148.0144806,342.671814,
148.5041656,386.3742981,148.5144806,340.8711243,
149.0041656,387.980011,149.0144806,344.8353882,
149.5041656,381.6538086,149.5144806,339.7085266,
150.0041656,379.0242615,150.0145416,344.7652893,
150.5041656,378.0559998,150.5144806,345.3258667,
151.0041656,377.093689,151.0144806,341.2577209,
151.5041656,380.4181519,151.5144806,345.5991211,
152.0041656,386.1053772,152.0144806,341.0509949,
152.5041656,381.8181763,152.5144806,341.0258789,
153.0041656,385.4004822,153.0144806,346.2074585,
153.5041656,375.4958496,153.5144806,345.6390991,
154.0041656,378.5111084,154.0144806,342.7138672,
154.5041656,370.9675293,154.5144806,344.8633728,
155.0041656,359.6056824,155.0144806,338.387085,
155.5041656,356.7149963,155.5144806,344.4650574,
156.0041656,359.1884766,156.0144806,340.3994751,
156.5041656,342.481842,156.5144806,335.1318359,
157.0041656,340.0036621,157.0144806,337.2781067,
157.5041656,329.016571,157.5144806,338.1448364,
158.0041656,331.4135742,158.0144806,336.2880554,
158.5041656,324.9809265,158.5144806,341.3020325,
159.0041656,313.2891846,159.0144806,340.7095642,
159.5041656,311.9979248,159.5144806,338.7532654,
160.0041656,304.3624268,160.0144806,329.9080505,
160.5041656,293.7659302,160.5144806,333.6785889,
161.0041656,297.3712158,161.0144806,334.374054,
161.5041656,282.9918823,161.5144806,334.0552979,
162.0041656,287.0947266,162.0144806,336.4180298,
162.5041656,278.2650452,162.5144806,329.6352539,
163.0041656,271.4721069,163.0144806,331.9633484,
163.5041656,272.980835,163.5144806,333.5131836,
164.0041656,270.5780945,164.0144806,337.9182434,
164.5041656,278.2738342,164.5144806,331.4227905,
165.0041656,275.2507019,165.0144806,337.247345,
165.5041656,302.0750427,165.5144806,334.5310669,
166.0041656,293.7637329,166.0144806,338.8752136,
166.5041656,303.2581482,166.5144806,334.7585754,
167.0041656,302.5177612,167.0144806,330.4978027,
167.5041656,315.4403076,167.5144806,340.6657104,
168.0041656,307.896698,168.0144806,339.1188354,
168.5041656,323.6445618,168.5144806,336.3096924,
169.0041656,324.7253723,169.0144806,340.6071472,
169.5041656,338.485199,169.5144806,342.6828308,
170.0041656,336.7829285,170.0144806,338.6552734,
170.5041656,347.5093384,170.5144806,338.0246277,
171.0041656,354.1914978,171.0144806,339.5292969,
171.5041656,358.2337646,171.5144806,347.8861389,
172.0041656,360.6362915,172.0144806,341.5645142,
172.5041656,367.6156616,172.5144806,341.2363281,
173.0041656,368.3352661,173.0144806,344.2694702,
173.5041656,376.9068909,173.5144806,339.9101257,
174.0041656,384.226593,174.0144806,339.8207703,
174.5041656,379.8712158,174.5144806,345.9792786,
175.0041656,378.7084045,175.0144806,346.5190735,
175.5041656,386.4377747,175.5144806,343.0868835,
176.0041656,380.608429,176.0144806,348.8454285,
176.5041656,381.7036743,176.5144806,338.847229,
177.0041656,376.8883667,177.0144806,342.2877197,
177.5041656,377.7256165,177.5144806,339.8919373,
178.0041656,371.0233765,178.0144806,343.0211182,
178.5041656,374.6052246,178.5144806,340.8486023,
179.0041656,364.6526794,179.0144806,336.2431335,
179.5041656,361.5061951,179.5144806,335.3003845,
180.0041656,352.0199585,180.0144806,333.5229187,
180.5041656,347.0723877,180.5144806,335.0279846,
181.0041656,341.4331055,181.0144806,329.460907,
181.5041656,339.1387329,181.5144806,321.1708069,
182.0041656,330.2023621,182.0144806,324.00177,
182.5041656,327.5603027,182.5144806,324.7180786,
183.0041656,323.5630188,183.0144806,318.0796509,
183.5041656,315.9202881,183.5144806,319.9181824,
184.0041656,311.7101135,184.0144806,324.5359802,
184.5041656,308.6791687,184.5144806,320.5538635,
185.0041656,308.1651917,185.0144806,319.740509,
185.5041656,308.467804,185.5144806,317.0491638,
186.0041656,308.8553162,186.0144806,323.0477905,
186.5041656,308.9464111,186.5144806,315.7501831,
187.0041656,300.0993347,187.0144806,319.3485718,
187.5041656,301.6912231,187.5144806,316.9075623,
188.0041656,299.42453,188.0144806,311.7808533,
188.5041656,298.3825989,188.5144806,310.3940125,
189.0041656,304.4735107,189.0144806,308.8308411,
189.5041656,302.118927,189.5144806,311.0623169,
190.0041656,304.2658386,190.0144806,311.8583984,
190.5041656,300.5302734,190.5144806,310.0179138,
191.0041656,300.7602539,191.0144806,314.1820068,
191.5041656,299.2965698,191.5144806,317.4810486,
192.0041656,298.2951965,192.0144806,318.6362915,
192.5041656,305.0127563,192.5144806,311.0675354,
193.0041656,302.6747742,193.0144806,313.9069824,
