feature,class,WT-W303-1bar-A,WT-W303-1bar-B,WT-W303-1bar-C,WT-W303-250bar-A,WT-W303-250bar-B,WT-W303-250bar-C
PG 19:1;0_19:1;0,PG,,,,,,
PI 10:0;0_14:0;0,PI,,0.872120023,,,,
PI 10:0;0_16:0;0,PI,19.59480095,25.03009987,9.314259529,4.302509785,3.959039927,5.835020065
PI 10:0;0_16:1;0,PI,,,,,,
PI 10:0;0_17:0;0,PI,,,,,,
PI 10:0;0_18:0;0,PI,8.713419914,9.86357975,4.586689949,4.116000175,3.797430038,4.750070095
PI 10:0;0_18:1;0,PI,,,,,,
PI 10:1;0_16:0;0,PI,,,,,,
PI 11:0;0_16:0;0,PI,,0.522960007,,,,
PI 12:0;0_12:0;0,PI,,0.121523,,,,
PI 12:0;0_14:0;0,PI,3.046159983,6.098599911,2.171119928,,,
PI 12:0;0_15:0;0,PI,,0.072710499,,,,
PI 12:0;0_16:0;0,PI,70.99980164,120.3190002,51.01689911,16.7696991,16.78319931,19.9946003
PI 12:0;0_16:1;0,PI,2.812760115,2.157289982,1.254780054,0.990037024,0.794947982,1.094329953
PI 12:0;0_18:0;0,PI,16.19519997,20.77610016,10.07040024,10.66469955,11.59200001,12.5923996
PI 12:0;0_18:1;0,PI,2.154999971,1.863579988,1.123679996,,0.849240005,1.204180002
PI 12:0;0_26:0;0,PI,,0.456,,,0.254808009,
PI 12:1;0_16:0;0,PI,,1.137040019,,,,
PI 12:1;0_18:0;0,PI,,,,,,
PI 13:0;0_19:1;0,PI,,,,,,
PI 14:0;0_14:0;0,PI,1.529700041,2.379440069,0.87320298,0.261694014,0.232994005,0.332331002
PI 14:0;0_14:1;0,PI,0.711663008,0.551684976,0.396530002,,0.154873997,0.133431002
PI 14:0;0_16:0;0,PI,15.58370018,19.33849907,10.3057003,4.341730118,4.564879894,5.359749794
PI 14:0;0_16:1;0,PI,5.88864994,6.198060036,3.000370026,2.153300047,1.715790033,2.1129601
PI 14:0;0_17:1;0,PI,,,,,,
PI 14:0;0_18:0;0,PI,1.971140027,1.881139994,0.720376015,1.098760009,1.324609995,1.209869981
PI 14:0;0_18:1;0,PI,17.22480011,12.58640003,6.952459812,4.851630211,4.928329945,5.304019928
PI 14:0;0_19:1;0,PI,,,,,,
PI 14:0;0_26:0;0,PI,,,,0.718032002,0.517269015,0.568347991
PI 14:1;0_16:0;0,PI,5.52944994,6.775259972,2.408299923,2.585959911,2.604789972,2.681600094
PI 14:1;0_16:1;0,PI,,0.415969014,,,,
PI 14:1;0_17:1;0,PI,,,,,,
PI 14:1;0_18:0;0,PI,3.088479996,2.567589998,1.367570043,2.286989927,2.517849922,3.22461009
PI 14:1;0_18:1;0,PI,,3.82088995,1.789620042,0.652168989,1.08702004,0.924669027
PI 14:1;0_20:1;0,PI,,,,,,
PI 14:1;0_26:0;0,PI,,,,,,
PI 15:0;0_15:0;0,PI,,,,,,
PI 15:0;0_15:1;0,PI,,,,,,
PI 15:0;0_16:1;0,PI,5.345369816,3.047470093,2.882270098,2.431250095,1.907649994,3.022789955
PI 15:0;0_17:0;0,PI,,,,,,
PI 15:0;0_17:1;0,PI,,,,,,
PI 15:0;0_18:1;0,PI,0.606913984,0.575380981,0.276603997,1.074550033,1.347659945,1.555780053
PI 15:0;0_18:2;0,PI,,,,,,
PI 15:0;0_19:1;0,PI,,,,,,
PI 15:1;0_16:0;0,PI,4.289279938,2.34732008,2.311019897,2.068949938,1.757300019,2.489109993
PI 15:1;0_16:1;0,PI,,,,,,
PI 15:1;0_17:1;0,PI,,,,,,
PI 15:1;0_18:0;0,PI,0.153461993,0.127600998,,0.373391986,0.499947011,0.597842991
PI 15:1;0_18:1;0,PI,,,,,,
PI 16:0;0_16:0;0,PI,8.041629791,6.143919945,4.084060192,4.905539989,5.610060215,5.376989841
PI 16:0;0_16:1;0,PI,131.7660065,118.0950012,63.82210159,74.48509979,80.72709656,94.03790283
PI 16:0;0_16:2;0,PI,2.405780077,,,,,
PI 16:0;0_17:0;0,PI,,,,,,
PI 16:0;0_17:1;0,PI,1.91742003,1.330569983,0.874747992,2.10571003,2.29440999,2.639709949
PI 16:0;0_18:0;0,PI,,,0.998941004,4.509200096,4.844339848,4.022940159
PI 16:0;0_18:1;0,PI,325.9150085,223.0279999,133.1340027,194.0319977,216.901001,234.4799957
PI 16:0;0_18:2;0,PI,0.578736007,0.411662012,,,0.241238996,0.234077007
PI 16:0;0_20:1;0,PI,3.043669939,1.203950047,,,,
PI 16:0;0_26:0;0,PI,,,,0.794731021,0.650095999,0.590238988
PI 16:1;0_16:1;0,PI,10.5557003,5.868259907,3.225250006,4.397469997,4.439089775,5.229070187
PI 16:1;0_17:0;0,PI,0.501397014,0.376996011,0.198655993,0.78778702,0.820456028,1.024000049
PI 16:1;0_17:1;0,PI,,,,,,
PI 16:1;0_18:0;0,PI,58.52050018,37.09529877,30.94210052,76.46199799,78.99099731,93.290802
PI 16:1;0_18:1;0,PI,39.02690125,21.44499969,14.17160034,17.00900078,19.38319969,20.72640038
PI 16:1;0_19:0;0,PI,,,,,,
PI 16:1;0_20:0;0,PI,3.158289909,1.307379961,,,,
PI 16:1;0_20:1;0,PI,2.132420063,1.060600042,,1.298419952,1.252949953,1.615659952
PI 16:1;0_22:0;0,PI,,,,,,
PI 16:1;0_24:0;0,PI,,,,,0.120425001,
PI 16:1;0_26:0;0,PI,0.991657972,0.519317985,0.537441015,1.603979945,1.086979985,1.350010037
PI 16:2;0_18:0;0,PI,,,,,,
PI 17:0;0_17:0;0,PI,,,,,,
PI 17:0;0_17:1;0,PI,,,,,,
PI 17:0;0_18:1;0,PI,0.604632974,0.387327999,0.200671002,1.024639964,1.243199944,1.298799992
PI 17:0;0_18:2;0,PI,,,,,,
PI 17:1;0_17:1;0,PI,0.144288003,,,0.067750797,0.036604501,0.0500165
PI 17:1;0_18:0;0,PI,0.67525202,0.378596008,0.243554994,1.178940058,1.457909942,1.428789973
PI 17:1;0_18:1;0,PI,,,,,,
PI 17:1;0_25:0;0,PI,,,,,,
PI 18:0;0_18:0;0,PI,,,,0.894939005,0.988264024,
PI 18:0;0_18:1;0,PI,104.8339996,66.60089874,45.60570145,150.1880035,163.0690002,184.8999939
PI 18:0;0_18:2;0,PI,0.158153996,0.106303997,,,0.086846299,0.0888898
PI 18:0;0_20:1;0,PI,,,,0.108934,0.145055994,
PI 18:1;0_18:1;0,PI,7.915530205,3.780689955,3.263360023,3.738899946,4.038330078,4.466859818
PI 18:1;0_20:0;0,PI,,,,0.262612998,0.33632499,0.426429987
PI 18:1;0_22:0;0,PI,,,,,0.143776998,
PI 18:1;0_24:0;0,PI,0.481779009,0.273775011,,,0.43838799,0.598563015
PI 18:1;0_26:0;0,PI,2.487289906,1.414299965,1.067039967,2.357549906,2.272089958,2.873769999
PS 10:0;0_16:0;0,PS,,,,,,
PS 12:0;0_16:0;0,PS,3.405070066,3.193160057,1.992230058,0.468715996,0.503525972,
PS 12:0;0_16:1;0,PS,0.70816201,0.400343001,,,,
PS 12:0;0_17:0;0,PS,,,,,,
PS 12:0;0_18:0;0,PS,0.121604003,,,,,
PS 12:0;0_18:1;0,PS,0.147174999,,,,,
PS 13:1;0_17:0;0,PS,,,,,,
PS 14:0;0_14:0;0,PS,,0.076428197,,,,
PS 14:0;0_15:0;0,PS,,,,,,
PS 14:0;0_16:0;0,PS,0.812416017,1.116009951,,,,
PS 14:0;0_16:1;0,PS,0.420031011,0.30923301,0.119294003,0.034434799,0.046514198,0.0561308
PS 14:0;0_17:1;0,PS,,,,,,
PS 14:0;0_18:0;0,PS,,0.275321007,,,0.107217997,
PS 14:0;0_18:1;0,PS,12.39350033,8.301549911,5.441120148,2.064470053,2.556099892,2.776799917
PS 14:1;0_16:0;0,PS,1.325479984,1.068879962,0.726921976,0.389221996,0.443401992,0.481970012
PS 14:1;0_18:0;0,PS,,0.254532009,,,0.313991994,0.502418995
PS 15:0;0_16:1;0,PS,,1.131950021,,0.69560498,0.612174988,
PS 15:0;0_17:0;0,PS,,0.065964498,,,,
PS 15:0;0_18:0;0,PS,,,,,,
PS 15:0;0_18:1;0,PS,1.269039989,0.65851301,0.664909005,1.037420034,1.023900032,1.250210047
PS 15:1;0_17:0;0,PS,,,,,,
PS 16:0;0_16:0;0,PS,4.03181982,3.331310034,2.804810047,2.042020082,2.098850012,2.340950012
PS 16:0;0_16:1;0,PS,46.32229996,35.15660095,21.99819946,11.50179958,12.73880005,12.7105999
PS 16:0;0_17:0;0,PS,,,,0.944718003,,
PS 16:0;0_17:1;0,PS,0.713123977,0.439704001,0.545615971,0.415740013,0.387454987,0.348650008
PS 16:0;0_18:1;0,PS,210.2660065,143.0599976,97.46379852,63.08359909,68.73439789,70.0707016
PS 16:0;0_18:2;0,PS,,,,,,
PS 16:0;0_20:1;0,PS,,0.348242015,,,,
PS 16:1;0_16:1;0,PS,11.51259995,7.247580051,4.310210228,2.838629961,3.571280003,3.531599998
PS 16:1;0_17:0;0,PS,0.919686973,0.915472984,0.728888988,0.584030986,0.591651976,0.907011986
PS 16:1;0_18:0;0,PS,,,,,2.048690081,2.835680008
PS 16:1;0_18:1;0,PS,106.1259995,55.66930008,36.8810997,18.74640083,22.69490051,21.78269958
PS 16:1;0_18:2;0,PS,1.801239967,0.66990602,,,,
PS 17:0;0_17:1;0,PS,,,,,,
PS 17:0;0_18:0;0,PS,76.65119934,44.43970108,53.83980179,7.787310123,9.162679672,9.820030212
PS 17:0;0_18:1;0,PS,,18.77459908,25.16749954,12.30910015,16.09830093,15.28289986
PS 17:0;0_18:2;0,PS,,,,,,
PS 17:1;0_17:1;0,PS,0.299701989,,,,,
PS 17:1;0_18:0;0,PS,40.0257988,1.182639956,,2.058909893,2.937410116,
PS 17:1;0_18:1;0,PS,,,,,0.329742014,
PS 18:0;0_18:0;0,PS,0.724197984,0.61323297,0.683269024,,0.35571301,0.367401987
PS 18:0;0_18:1;0,PS,2.037220001,1.171120048,1.316980004,0.827880025,0.734835982,0.77323997
PS 18:1;0_18:1;0,PS,1.806810021,1.406990051,0.686613977,0.622380018,0.643429995,0.590793014
PS 18:1;0_18:2;0,PS,,,,,,
PS 18:1;0_19:1;0,PS,,,,,,
TAG 36:0;0,TAG,5.701270103,3.726490021,3.66388011,,,
TAG 38:0;0,TAG,11.21940041,9.580960274,5.961239815,,,
TAG 38:1;0,TAG,,,,,,
TAG 40:0;0,TAG,62.99209976,50.77460098,35.1216011,5.727459908,5.1073699,3.989769936
TAG 40:1;0,TAG,28.38069916,19.50699997,15.38759995,10.37979984,11.10519981,10.97490025
TAG 40:2;0,TAG,,,,,,
TAG 42:0;0,TAG,254.5590057,208.6640015,136.3430023,19.22489929,21.99749947,21.1996994
TAG 42:1;0,TAG,172.5879974,102.5179977,82.5522995,59.44490051,61.27819824,59.07720184
TAG 42:2;0,TAG,28.37330055,11.02070045,11.17329979,30.1446991,31.79269981,29.21269989
TAG 44:0;0,TAG,277.1700134,215.9149933,135.4980011,27.5923996,25.63769913,26.85269928
TAG 44:1;0,TAG,238.6820068,134.6009979,99.15139771,82.33159637,83.81539917,85.04920197
TAG 44:2;0,TAG,47.39110184,24.83130074,,55.3125,57.13339996,56.29529953
TAG 46:0;0,TAG,112.2389984,80.3302002,52.81000137,11.54800034,11.7798996,12.68430042
TAG 46:1;0,TAG,221.3950043,124.8099976,89.94439697,66.10590363,68.26460266,66.25360107
TAG 46:2;0,TAG,101.4769974,46.01520157,37.39519882,85.29930115,93.31500244,87.16790009
TAG 46:3;0,TAG,5.636779785,,,14.81219959,14.77009964,13.83030033
TAG 47:1;0,TAG,9.924880028,2.831059933,3.553189993,6.800149918,7.580490112,7.807700157
TAG 47:2;0,TAG,8.234930038,,,13.12380028,13.68830013,13.2510004
TAG 47:3;0,TAG,,,,5.52177,6.032949924,6.118509769
TAG 48:0;0,TAG,33.60440063,19.41150093,17.44120026,4.001719952,4.685400009,3.32682991
TAG 48:1;0,TAG,490.6619873,274.5750122,190.9089966,123.6470032,134.2429962,128.852005
TAG 48:2;0,TAG,504.8200073,229.9850006,177.6499939,375.3469849,411.5549927,398.7969971
TAG 48:3;0,TAG,149.0050049,64.90000153,53.69369888,280.1440125,304.5639954,298.1329956
TAG 49:1;0,TAG,11.19019985,5.852019787,4.511950016,7.366250038,7.901830196,6.405739784
TAG 49:2;0,TAG,14.02009964,5.487460136,3.471390009,19.99920082,21.5298996,20.5618
TAG 49:3;0,TAG,,,,10.84179974,12.7663002,11.25529957
TAG 50:0;0,TAG,12.35949993,8.824970245,8.084210396,,,
TAG 50:1;0,TAG,507.0100098,281.6090088,184.0070038,126.2060013,134.6320038,133.0440063
TAG 50:2;0,TAG,799.7520142,368.4890137,259.7319946,505.5039978,538.4240112,539.4959717
TAG 50:3;0,TAG,430.0859985,180.6159973,137.8509979,581.0999756,614.4299927,639.7880249
TAG 51:1;0,TAG,7.293169975,,2.882119894,3.8566401,,
TAG 51:2;0,TAG,10.54800034,3.684020042,4.214580059,10.76720047,12.43470001,11.93550014
TAG 51:3;0,TAG,5.052080154,,,8.821680069,10.98410034,9.496290207
TAG 52:0;0,TAG,29.16110039,30.0182991,19.21850014,,,
TAG 52:1;0,TAG,289.9179993,157.2960052,103.1800003,68.87460327,76.63950348,75.37989807
TAG 52:2;0,TAG,461.9049988,214.7339935,154.4559937,242.6450043,261.3959961,267.5920105
TAG 52:3;0,TAG,304.6140137,134.0189972,95.02200317,200.1880035,211.1410065,221.4100037
TAG 53:2;0,TAG,,,,7.687520027,7.682209969,5.53718996
TAG 53:3;0,TAG,,,,7.535210133,5.548230171,5.648139954
TAG 54:0;0,TAG,34.44589996,26.91539955,18.43020058,3.084619999,,
TAG 54:1;0,TAG,75.61889648,41.75600052,30.02599907,20.07369995,22.33749962,22.58779907
TAG 54:2;0,TAG,138.7339935,69.50240326,47.47800064,53.57699966,60.21319962,58.27590179
TAG 54:3;0,TAG,72.41500092,34.72660065,22.37969971,36.31520081,34.48429871,32.63280106
TAG 55:2;0,TAG,,,,,6.513010025,
TAG 55:3;0,TAG,,,,,,
TAG 56:1;0,TAG,26.83769989,16.80109978,15.06439972,11.95730019,11.9946003,11.54440022
TAG 56:2;0,TAG,19.29929924,11.10709953,12.93840027,23.77829933,22.08370018,17.4470005
TAG 56:3;0,TAG,4.924739838,,5.631370068,22.96680069,21.15360069,14.40190029
TAG 57:2;0,TAG,,,,,,
TAG 58:1;0,TAG,76.19499969,45.70479965,30.99959946,21.18709946,26.73010063,26.48800087
TAG 58:2;0,TAG,36.39680099,18.47550011,16.29730034,33.09199905,38.60699844,33.55879974
TAG 58:3;0,TAG,,,,8.739029884,6.307020187,5.505380154
TAG 60:1;0,TAG,71.00520325,39.15589905,27.82519913,20.72290039,,
TAG 60:2;0,TAG,58.77019882,29.43899918,20.2677002,42.19300079,44.94369888,47.13430023
